0.4797297297297297,0.5282258064516129,0.63612021523921203,0.59880336934331391,0.67237558134430131,0.1,67
0.6486486486486487,0.657258064516129,0.48576815529677453,0.50195276744150497,0.521326494887702,0.2,77
0.7027027027027026,0.6612903225806452,0.46535448826566866,0.33927765196881016,0.43430798415519067,0.3,229
0.7837837837837838,0.75,0.39246211275221093,0.33570619118897649,0.3641877429955237,0.4,161
0.7905405405405406,0.7096774193548387,0.45040972510082022,0.29350421479253075,0.3868042106930733,0.5,293
0.7364864864864865,0.75,0.41462813630779077,0.32183745679176023,0.45895321762397279,0.6,253
0.5608108108108107,0.592741935483871,0.5653542833424271,0.50954053840231051,0.58414167172649023,0.7,29
0.6418918918918919,0.6935483870967742,0.48120963003206857,0.35951773857182201,0.49469421724834528,0.8,106
0.6554054054054055,0.7419354838709677,0.40824359890557571,0.28128595047533222,0.53234999110638292,0.9,574
0.6959459459459459,0.7217741935483871,0.42367147092357899,0.32394245317177134,0.46976253369022969,1,387
0.6081081081081081,0.5967741935483871,0.55569762874549189,0.54725102340870668,0.52681978237471394,1.1,29
0.6418918918918919,0.5846774193548387,0.56640559154583636,0.47348781935310641,0.5067870101733204,1.2,47
0.7635135135135135,0.7137096774193548,0.43734234969895253,0.36192665246733596,0.39953085796946697,1.3,394
0.6621621621621622,0.6451612903225806,0.52480034394598696,0.45460871428608884,0.4698886352843139,1.4,130
0.6418918918918919,0.6411290322580645,0.52103142266296598,0.43932426944112046,0.51376950692017287,1.5,151
0.5608108108108107,0.5080645161290323,0.64516590882114588,0.59139148694631638,0.60840981505925917,1.6,22
0.6216216216216216,0.6370967741935484,0.52429764376213195,0.4214844532783239,0.54272297918357337,1.7,415
0.6689189189189189,0.5766129032258065,0.57716556613660386,0.50251337573406107,0.53781434702721675,1.8,68
0.6418918918918919,0.6774193548387097,0.49043530432824434,0.40138009866264951,0.56633675787027982,1.9,456
0.6486486486486487,0.6411290322580645,0.5205523639171733,0.52954690560711315,0.53247098226706813,2,181
